13.81,14.47,176.26,26.00,-6.972858,107.631580
14.00,16.28,184.87,26.00,-6.972954,107.631580
13.86,15.01,191.73,26.00,-6.973088,107.631580
13.13,14.74,181.43,26.00,-6.973145,107.631590
14.06,15.28,191.73,26.00,-6.973141,107.631650
12.82,14.83,200.28,26.00,-6.973091,107.631680
13.49,14.47,191.73,26.00,-6.973019,107.631670
13.77,15.28,195.15,26.00,-6.972966,107.631670
13.06,15.46,164.14,26.00,-6.972850,107.631650
14.12,15.01,193.44,26.00,-6.972861,107.631710
14.06,15.73,186.59,26.00,-6.972853,107.631770
14.14,16.37,191.73,26.00,-6.972963,107.631780
14.06,15.55,191.73,26.00,-6.973051,107.631780
13.96,15.46,169.35,26.00,-6.973134,107.631790
