5.31,10.94,128.89,26.00,-6.972773,107.631650
5.47,11.94,128.89,26.00,-6.972781,107.631640
5.47,11.94,128.89,26.00,-6.972781,107.631640
5.75,13.93,128.89,26.00,-6.972786,107.631640
5.75,13.93,128.89,26.00,-6.972786,107.631640
6.07,15.55,128.89,26.00,-6.972791,107.631650
6.07,15.55,128.89,26.00,-6.972791,107.631650
4.43,20.62,128.89,26.00,-6.972816,107.631650
4.43,20.62,128.89,26.00,-6.972816,107.631650
5.99,21.79,127.10,26.00,-6.972856,107.631650
5.99,21.79,127.10,26.00,-6.972856,107.631650
4.80,20.62,125.31,26.00,-6.972955,107.631620
4.80,20.62,125.31,26.00,-6.972955,107.631620
4.31,22.42,125.31,26.00,-6.973055,107.631610
4.31,22.42,125.31,26.00,-6.973055,107.631610
